"","x"
"6257",9.72001945097986
"6258",8.82404115686933
"6259",9.46820472755176
"6260",8.47197245225187
"6261",8.5127336751974
"6262",8.69906442427428
"6263",8.28442800375377
"6264",9.1854985166363
"6265",8.5127336751974
"6266",9.17932482144737
"6267",8.25211448460822
"6268",8.31998789966081
"6269",8.48657056191549
"6270",8.29499383000684
"6271",8.21350940253392
"6272",8.40089164003242
"6273",10.6457962365272
"6274",10.1124080322831
"6275",8.46313199861057
"6276",8.85639204442615
"6277",9.76185556830918
"6278",8.31760507519134
"6279",8.90396526934819
"6280",8.45833525103953
"6281",10.0591351105461
"6282",8.45586591343524
"6283",8.61954421130135
"6284",9.7261153828942
"6285",8.34819294380143
"6286",8.87813812726028
"6287",10.0104026014156
"6288",9.96568533196567
"6289",9.92995399432956
"6290",8.90369809099265
"6291",7.90338410572409
"6292",9.44431572205181
"6293",8.66838606807534
"6294",8.68869821107588
"6295",8.57490540758199
"6296",8.1777312717518
"6297",9.68838338428267
"6298",8.58053751601426
"6299",8.25033790307694
"6300",8.08367936417345
"6301",8.71702319144514
"6302",10.0262213777408
"6303",8.82720941477002
"6304",8.96726064190355
"6305",8.81951947449769
"6306",9.88414562819953
"6307",9.82479445639068
"6308",8.75326753035445
"6309",8.61155670963693
"6310",10.2969835903009
"6311",10.0910276890152
"6312",8.62707367792692
"6313",8.82720941477002
"6314",8.96690239160985
"6315",9.87976724596993
"6316",9.04617612888153
"6317",9.96568533196567
"6318",8.55309730748061
"6319",9.50162757995538
"6320",9.34197943908934
"6321",10.0570764556139
"6322",10.1846970625788
"6323",8.58283873882866
"6324",8.53418359781233
"6325",8.78993827500911
"6326",9.76135500982116
"6327",9.71594081692716
"6328",9.92995399432956
"6329",9.47259124106318
"6330",10.9867300571477
"6331",9.8249424445277
"6332",8.61954421130135
"6333",8.26946349049256
"6334",9.97474252511036
"6335",9.13588195088196
"6336",8.956525555737
"6337",8.69653609861496
"6338",8.55824285247895
"6339",8.60698062197244
"6340",7.96420137356662
"6341",10.1558570446131
"6342",8.59722501801119
"6343",8.61954421130135
"6344",10.4494722501623
"6345",9.63154334874445
"6346",8.75326753035445
"6347",8.01404625435395
"6348",9.96568533196567
"6349",8.52072389435347
"6350",9.86531533557228
"6351",8.42517544327588
"6352",8.51645392817333
"6353",9.41286579178292
"6354",9.57789443011281
"6355",8.13364532766849
"6356",9.92995399432956
"6357",8.50381058503372
"6358",9.41286579178292
"6359",10.6457962365272
"6360",8.60957302646096
"6361",8.43225987849136
"6362",7.97825267765586
"6363",9.46820472755176
"6364",8.28442800375377
"6365",8.59195131790945
"6366",9.03499872639848
"6367",9.23730305665892
"6368",8.79761372433505
"6369",8.66739672635479
"6370",9.14143401527362
"6371",8.49449812087454
"6372",9.30293411480603
"6373",8.31760507519134
"6374",8.83119086735201
"6375",8.35461507065106
"6376",8.90369809099265
"6377",10.033694668773
"6378",8.67027120645511
"6379",8.4667831091735
"6380",8.62707367792692
"6381",9.08826281449987
"6382",8.1113157885561
"6383",10.7327748226273
"6384",9.3099225736019
"6385",8.59346750786056
"6386",8.97597316347345
"6387",9.93966668587888
"6388",9.14143401527362
"6389",8.61155670963693
"6390",9.86531533557228
"6391",8.34125900763983
"6392",8.46723691578948
"6393",9.71695845579416
"6394",8.88210750805017
"6395",8.42517544327588
"6396",9.64714540089125
"6397",9.70632675726513
"6398",9.43904488445752
"6399",8.1777312717518
"6400",10.0262213777408
"6401",10.1026958595116
"6402",10.2533993650565
"6403",9.16809220097614
"6404",10.6457962365272
"6405",8.83119086735201
"6406",9.20712813671483
"6407",10.2883258456524
"6408",10.7327748226273
"6409",9.46820472755176
"6410",8.78626578424907
"6411",8.94389599417062
"6412",10.6905160159242
"6413",8.6518971227354
"6414",8.47650642914773
"6415",9.94345755539581
"6416",9.44917676788484
"6417",9.84156024292392
"6418",8.5127336751974
"6419",10.2876655045023
"6420",8.61155670963693
"6421",9.86531533557228
"6422",10.033694668773
"6423",8.96974055623154
"6424",9.37036431934185
"6425",9.71695845579416
"6426",8.71862496530591
"6427",9.82479445639068
"6428",8.40679652110359
"6429",9.97906453095848
"6430",8.5127336751974
"6431",9.86531533557228
"6432",9.24828624619217
"6433",8.88070239684068
"6434",8.79761372433505
"6435",9.04617612888153
"6436",9.7707126893482
"6437",9.14897754204256
"6438",9.10617494584696
"6439",8.91582249585992
"6440",9.02588542644424
"6441",8.90396526934819
"6442",8.60957302646096
"6443",10.2478036326665
"6444",8.83874420982837
"6445",8.42517544327588
"6446",10.2883258456524
"6447",8.04521889317095
"6448",8.10005868957
"6449",8.75632481331724
"6450",9.5231187129298
"6451",8.96690239160985
"6452",10.2283033477546
"6453",8.61954421130135
"6454",9.84574711560834
"6455",8.53418359781233
"6456",10.3165738391737
"6457",8.83518982246858
"6458",9.00102493170156
"6459",10.2719984763878
"6460",8.67889846573977
"6461",10.0570764556139
"6462",9.91892300059408
"6463",8.90369809099265
"6464",8.66354940492988
"6465",9.36486949178108
"6466",8.85827529727038
"6467",8.75078419609572
"6468",9.75148626523904
"6469",9.61091462888299
"6470",9.19637874862773
"6471",10.2883258456524
"6472",9.30586692805218
"6473",9.92995399432956
"6474",8.96974055623154
"6475",8.42517544327588
"6476",8.62707367792692
"6477",10.9867300571477
"6478",9.28579593581327
"6479",10.6094935447819
"6480",8.05844705242496
"6481",9.00600611895296
"6482",8.46313199861057
"6483",8.21728908942957
"6484",9.1204670295944
"6485",8.87832967343439
"6486",8.2464273645977
"6487",8.59195131790945
"6488",10.7369798221494
"6489",10.0910276890152
"6490",9.59901099585668
"6491",8.39788529860975
"6492",9.61162002780517
"6493",8.30721177771575
"6494",9.06467856381685
"6495",10.3004760954268
"6496",8.18962392413757
"6497",8.90396526934819
"6498",10.1875572448805
"6499",9.84574711560834
"6500",8.94694844780006
"6501",9.39940903794969
"6502",9.53632300917569
"6503",8.82720941477002
"6504",8.18900458384519
"6505",9.62010005252041
"6506",9.36960268209748
"6507",9.44337001303303
"6508",10.4636279229076
"6509",9.70632675726513
"6510",9.64183344872751
"6511",9.0337014449319
"6512",10.0104026014156
"6513",8.46313199861057
"6514",10.2533993650565
"6515",9.46659262583133
"6516",9.41286579178292
"6517",9.36486949178108
"6518",9.10617494584696
"6519",10.0382404362962
"6520",8.956525555737
"6521",8.98907466432038
"6522",9.07716353667679
"6523",8.89346189965718
"6524",8.48657056191549
"6525",8.3066899948837
"6526",8.34819294380143
"6527",9.10570032683175
"6528",8.42569008622906
"6529",10.3159490656906
"6530",9.10137945542793
"6531",9.43115423087192
"6532",8.61191737988445
"6533",7.95722342380238
"6534",8.86633690169582
"6535",7.8762772766196
"6536",9.08826281449987
"6537",7.81191509074715
"6538",8.91582249585992
"6539",9.43115423087192
"6540",9.43904488445752
"6541",8.956525555737
"6542",8.86904775281655
"6543",9.20979883657053
"6544",8.53862921893419
"6545",8.66354940492988
"6546",8.4513583684622
"6547",9.85452716682508
"6548",8.45833525103953
"6549",10.2283033477546
"6550",9.40247322020072
"6551",9.64312141808698
"6552",8.66243901800269
"6553",8.83874420982837
"6554",8.66838606807534
"6555",9.37036431934185
"6556",9.89576614020045
"6557",9.96568533196567
"6558",9.26732255674022
"6559",8.54693232093382
"6560",9.76185556830918
"6561",8.40089164003242
"6562",10.1332683489541
"6563",9.17553967816979
"6564",10.0104026014156
"6565",9.17932482144737
"6566",10.2963170364591
"6567",9.43115423087192
"6568",8.01404625435395
"6569",8.46313199861057
"6570",8.97081834879958
"6571",9.88429224623694
"6572",9.64312141808698
"6573",9.32917103743682
"6574",8.90775189755681
"6575",9.40247322020072
"6576",9.94345755539581
"6577",9.30293411480603
"6578",9.23730305665892
"6579",7.88713551194495
"6580",9.64714540089125
"6581",8.40679652110359
"6582",8.97597316347345
"6583",9.10011532553296
"6584",9.61091462888299
"6585",8.14136566068483
"6586",10.7327748226273
"6587",10.0910276890152
"6588",9.3099225736019
"6589",9.20266908619174
"6590",11.0219575327967
"6591",9.46659262583133
"6592",9.5231187129298
"6593",9.7261153828942
"6594",8.78993827500911
"6595",9.06467856381685
"6596",10.6457962365272
"6597",9.69636806470734
"6598",8.66354940492988
"6599",8.66354940492988
"6600",8.35299385255993
"6601",9.84574711560834
"6602",9.20712813671483
"6603",8.29698324424601
"6604",8.81951947449769
"6605",9.5231187129298
"6606",9.14143401527362
"6607",10.1751146429956
"6608",8.55064666119773
"6609",8.640581887562
"6610",8.55309730748061
"6611",8.46723691578948
"6612",8.62707367792692
"6613",8.71041054513719
"6614",8.6518971227354
"6615",9.92995399432956
"6616",8.85639204442615
"6617",7.96420137356662
"6618",8.35461507065106
"6619",10.8015354688026
"6620",8.66217330837808
"6621",8.88070239684068
"6622",8.48657056191549
"6623",8.58053751601426
"6624",8.78644870265159
"6625",8.21854296092601
"6626",9.79102196501598
"6627",7.95246297791012
"6628",10.3867723112744
"6629",8.4513583684622
"6630",8.6325651992823
"6631",9.64183344872751
"6632",9.76135500982116
"6633",10.3863138462321
"6634",7.8762772766196
"6635",10.1124080322831
"6636",8.57230259634422
"6637",7.96420137356662
"6638",8.51413886255925
"6639",8.42517544327588
"6640",9.28177673325838
"6641",9.1140648116897
"6642",8.640581887562
"6643",9.00792904903408
"6644",9.47159559144248
"6645",8.45586591343524
"6646",10.3004760954268
"6647",7.88713551194495
"6648",9.95587210783073
"6649",9.96568533196567
"6650",8.69653609861496
"6651",8.56510988231917
"6652",9.91892300059408
"6653",8.58283873882866
"6654",9.1204670295944
"6655",10.7369798221494
"6656",10.1846970625788
"6657",9.19517836854864
"6658",8.45586591343524
"6659",9.68838338428267
"6660",9.41286579178292
"6661",10.151360545486
"6662",8.42517544327588
"6663",8.23875972167654
"6664",8.76733493359436
"6665",8.71201752156181
"6666",9.73979625101311
"6667",10.0348677606448
"6668",8.42163048707572
"6669",9.02435091105769
"6670",8.50381058503372
"6671",9.40521705087667
"6672",8.35299385255993
"6673",8.71702319144514
"6674",8.80624830238692
"6675",8.69906442427428
"6676",9.20302171294941
"6677",7.95147146009537
"6678",10.0570764556139
"6679",8.21350940253392
"6680",9.71695845579416
"6681",9.02588542644424
"6682",8.56510988231917
"6683",8.640581887562
"6684",9.64714540089125
"6685",8.50492526694765
"6686",9.02588542644424
"6687",8.49308796682771
"6688",8.21350940253392
"6689",9.46427609948871
"6690",10.3406548182693
"6691",8.22601625540243
"6692",9.11225294713852
"6693",8.62707367792692
"6694",9.28177673325838
"6695",10.1558570446131
"6696",8.3066899948837
"6697",9.65204395218062
"6698",8.53418359781233
"6699",9.07269815657278
"6700",9.86637100014553
"6701",8.96974055623154
"6702",10.3323058155881
"6703",8.56966371906231
"6704",10.3863138462321
"6705",8.29332888048448
"6706",10.1522635988244
"6707",8.46723691578948
"6708",8.1113157885561
"6709",8.58283873882866
"6710",9.80425442635771
"6711",8.57805894732184
"6712",10.3186282948072
"6713",9.06467856381685
"6714",8.06161016713454
"6715",8.90369809099265
"6716",8.42517544327588
"6717",8.35695293623403
"6718",8.96458212542608
"6719",8.6518971227354
"6720",8.29499383000684
"6721",8.75078419609572
"6722",8.46723691578948
"6723",7.81191509074715
"6724",9.08735906438934
"6725",8.29499383000684
"6726",10.3004760954268
"6727",9.64312141808698
"6728",9.41286579178292
"6729",9.00102493170156
"6730",8.35299385255993
"6731",9.37036431934185
"6732",8.96974055623154
"6733",9.82510253444328
"6734",9.11225294713852
"6735",8.51645392817333
"6736",8.46723691578948
"6737",8.57490540758199
"6738",8.83874420982837
"6739",10.0591351105461
"6740",8.57805894732184
"6741",8.8756236567995
"6742",9.40521705087667
"6743",9.94119938266757
"6744",9.25636404703609
"6745",10.033694668773
"6746",8.28492935475155
"6747",10.4078807688384
"6748",9.61162002780517
"6749",9.00155234958442
"6750",9.10011532553296
"6751",8.61155670963693
"6752",10.2397254814039
"6753",10.1558570446131
"6754",9.0337014449319
"6755",8.15740769556704
"6756",8.71201752156181
"6757",10.1846970625788
"6758",9.73986993154958
"6759",9.39940903794969
"6760",8.52072389435347
"6761",9.73986993154958
"6762",9.17796251232538
"6763",10.7327748226273
"6764",8.85827529727038
"6765",8.90396526934819
"6766",8.92680161402075
"6767",8.7393794244481
"6768",8.69906442427428
"6769",8.77310182668921
"6770",10.151360545486
"6771",10.1522635988244
"6772",8.30276483004622
"6773",8.29499383000684
"6774",9.82510253444328
"6775",9.28551863865907
"6776",10.0666633030502
"6777",8.5127336751974
"6778",8.81951947449769
"6779",9.40521705087667
"6780",10.2963170364591
"6781",8.69906442427428
"6782",10.227993282416
"6783",10.5337182683962
"6784",10.0262213777408
"6785",9.14897754204256
"6786",8.62707367792692
"6787",9.19613204628784
"6788",9.95456180236403
"6789",9.19613204628784
"6790",9.46820472755176
"6791",8.68869821107588
"6792",8.46313199861057
"6793",10.39516889428
"6794",8.46723691578948
"6795",9.72001945097986
"6796",8.43597397497566
"6797",9.40250409389604
"6798",10.3323058155881
"6799",8.66354940492988
"6800",8.29332888048448
"6801",9.19613204628784
"6802",9.23130672631494
"6803",8.40939070849113
"6804",10.3522460337406
"6805",8.89346189965718
"6806",8.21854296092601
"6807",8.81567831907155
"6808",9.92995399432956
"6809",10.151360545486
"6810",10.0910276890152
"6811",8.96690239160985
"6812",9.32917103743682
"6813",9.31913748254593
"6814",8.59095867234078
"6815",8.57230259634422
"6816",8.3590742481357
"6817",9.76135500982116
"6818",10.2963170364591
"6819",9.10137945542793
"6820",9.61091462888299
"6821",10.1282715607474
"6822",9.57411712274878
"6823",10.6094935447819
"6824",8.90775189755681
"6825",9.43115423087192
"6826",8.21350940253392
"6827",8.6325651992823
"6828",8.05844705242496
"6829",10.3867723112744
"6830",8.76420314997002
"6831",9.75148626523904
"6832",8.82314399583468
"6833",9.04617612888153
"6834",9.46820472755176
"6835",9.72001945097986
"6836",8.34819294380143
"6837",8.29499383000684
"6838",11.0219575327967
"6839",9.91892300059408
"6840",8.66217330837808
"6841",8.4667831091735
"6842",10.5337182683962
"6843",8.97993544325494
"6844",8.51413886255925
"6845",9.85524640983513
"6846",7.8762772766196
"6847",8.38301183229912
"6848",8.86633690169582
"6849",8.97981690907521
"6850",9.33735019866025
"6851",9.23130672631494
"6852",8.50952735867455
"6853",8.46723691578948
"6854",8.67027120645511
"6855",9.61091462888299
"6856",9.10570032683175
"6857",8.14136566068483
"6858",9.91892300059408
"6859",8.92397726878388
"6860",9.43115423087192
"6861",10.3684012561912
"6862",8.75326753035445
"6863",9.25636404703609
"6864",10.2283033477546
"6865",10.0104026014156
"6866",9.63154334874445
"6867",8.35299385255993
"6868",8.671410429829
"6869",8.59195131790945
"6870",8.92680161402075
"6871",8.45833525103953
"6872",9.20266908619174
"6873",7.95246297791012
"6874",10.3406548182693
"6875",9.98783032245409
"6876",10.1124080322831
"6877",8.42163048707572
"6878",9.97474252511036
"6879",9.59901099585668
"6880",8.1113157885561
"6881",8.78993827500911
"6882",7.9981588030065
"6883",8.71702319144514
"6884",8.94386119759516
"6885",9.08735906438934
"6886",9.23730305665892
"6887",9.36486949178108
"6888",8.58053751601426
"6889",8.93256248137716
"6890",8.78427044472643
"6891",10.0591351105461
"6892",8.55824285247895
"6893",8.75078419609572
"6894",9.14143401527362
"6895",8.76955687393137
"6896",8.90396526934819
"6897",9.26504722451659
"6898",8.75326753035445
"6899",8.69154536815924
"6900",8.04521889317095
"6901",9.34302288407812
"6902",8.1777312717518
"6903",8.57805894732184
"6904",8.59186407571761
"6905",8.58283873882866
"6906",8.96974055623154
"6907",10.2397254814039
"6908",8.40089164003242
"6909",8.89346189965718
"6910",9.38944768862642
"6911",8.56510988231917
"6912",8.10091066959131
"6913",8.74893898289242
"6914",8.50952735867455
"6915",9.5231187129298
"6916",8.35461507065106
"6917",9.28569152699765
"6918",9.1854985166363
"6919",9.28551863865907
"6920",9.24828624619217
"6921",9.53632300917569
"6922",8.74741859962472
"6923",8.6325651992823
"6924",10.8015354688026
"6925",7.88713551194495
"6926",9.14143401527362
"6927",9.85452716682508
"6928",8.35695293623403
"6929",9.84574711560834
"6930",8.74741859962472
"6931",8.53862921893419
"6932",9.19613204628784
"6933",8.35461507065106
"6934",8.21854296092601
"6935",8.89346189965718
"6936",9.61091462888299
"6937",9.93966668587888
"6938",8.59722501801119
"6939",9.30264297146442
"6940",10.4494722501623
"6941",10.2127543451684
"6942",8.18962392413757
"6943",10.3165738391737
"6944",8.91582249585992
"6945",8.1113157885561
"6946",7.99329819069363
"6947",8.90369809099265
"6948",9.82510253444328
"6949",9.28116265194647
"6950",9.17932482144737
"6951",9.98783032245409
"6952",8.92397726878388
"6953",8.35299385255993
"6954",8.58053751601426
"6955",8.63536671379586
"6956",8.49449812087454
"6957",10.6457962365272
"6958",8.93256248137716
"6959",8.69906442427428
"6960",8.1113157885561
"6961",8.82314399583468
"6962",9.31913748254593
"6963",10.5634736995458
"6964",9.19613204628784
"6965",9.10034082031531
"6966",8.18962392413757
"6967",8.78655114681848
"6968",7.96420137356662
"6969",8.18962392413757
"6970",10.6457962365272
"6971",8.56510988231917
"6972",8.94389599417062
"6973",8.74893898289242
"6974",9.30293411480603
"6975",8.3590742481357
"6976",9.72001945097986
"6977",9.14897754204256
"6978",9.41286579178292
"6979",9.94345755539581
"6980",10.5337182683962
"6981",9.1854985166363
"6982",10.39516889428
"6983",8.63096493549634
"6984",10.0262213777408
"6985",9.73986993154958
"6986",8.78427044472643
"6987",8.88210750805017
"6988",8.59195131790945
"6989",9.46820472755176
"6990",8.25233045163276
"6991",8.34125900763983
"6992",8.35461507065106
"6993",9.61162002780517
"6994",8.42090506208542
"6995",8.74741859962472
"6996",10.1124080322831
"6997",8.85639204442615
"6998",8.35616387345494
"6999",8.71041054513719
"7000",10.2283033477546
"7001",8.40679652110359
"7002",8.94386119759516
"7003",9.19613204628784
"7004",8.88196138807166
"7005",8.57490540758199
"7006",9.36960268209748
"7007",9.53632300917569
"7008",9.1854985166363
"7009",9.23130672631494
"7010",8.74741859962472
"7011",9.30586692805218
"7012",9.46659262583133
"7013",9.17070278370196
"7014",8.31998789966081
"7015",9.11657954722608
"7016",7.97825267765586
"7017",10.1124080322831
"7018",8.76733493359436
"7019",9.41286579178292
"7020",8.59195131790945
"7021",8.6155745527618
"7022",8.42517544327588
"7023",9.7261153828942
"7024",8.56966371906231
"7025",9.23124557094798
"7026",9.65204395218062
"7027",9.72001945097986
"7028",9.39480585970554
"7029",9.4327689578099
"7030",8.97993544325494
"7031",8.71800561246184
"7032",10.2163397383451
"7033",8.85827529727038
"7034",9.4327689578099
"7035",9.17932482144737
"7036",8.25211448460822
"7037",9.17070278370196
"7038",9.76135500982116
"7039",10.3004760954268
"7040",9.14143401527362
"7041",8.94386119759516
"7042",8.22601625540243
"7043",9.89623438194316
"7044",8.63780923871674
"7045",9.94119938266757
"7046",9.1854985166363
"7047",9.16809220097614
"7048",8.83874420982837
"7049",8.4115994030643
"7050",9.37036431934185
"7051",8.55309730748061
"7052",8.96974055623154
"7053",8.97081834879958
"7054",8.8031208221796
"7055",9.19613204628784
"7056",8.93256248137716
"7057",8.82404115686933
"7058",8.58053751601426
"7059",8.50492526694765
"7060",8.49449812087454
"7061",9.34197943908934
"7062",9.70632675726513
"7063",8.55861082021372
"7064",8.31189878807976
"7065",8.819288846212
"7066",7.90338410572409
"7067",10.0752856615369
"7068",10.0752856615369
"7069",8.21728908942957
"7070",10.4903472766027
"7071",8.11881205626127
"7072",8.94389599417062
"7073",10.2283033477546
"7074",9.02588542644424
"7075",10.1026958595116
"7076",8.47650642914773
"7077",8.59722501801119
"7078",9.07716353667679
"7079",8.96726064190355
"7080",8.23875972167654
"7081",10.3406548182693
"7082",9.95414714437192
"7083",8.81951947449769
"7084",10.5634736995458
"7085",8.88210750805017
"7086",8.82720941477002
"7087",10.2719984763878
"7088",9.36486949178108
"7089",9.72001945097986
"7090",8.46661114260128
"7091",7.95147146009537
"7092",10.2397254814039
"7093",8.49449812087454
"7094",9.10137945542793
"7095",9.17932482144737
"7096",8.56966371906231
"7097",8.66354940492988
"7098",9.19613204628784
"7099",8.51413886255925
"7100",8.51413886255925
"7101",8.21728908942957
"7102",8.3590742481357
"7103",9.88414562819953
"7104",9.28116265194647
"7105",9.07269815657278
"7106",8.35695293623403
"7107",10.2163397383451
"7108",10.4903472766027
"7109",8.25233045163276
"7110",8.34125900763983
"7111",8.671410429829
"7112",8.10005868957
"7113",8.40089164003242
"7114",8.45586591343524
"7115",10.0382404362962
"7116",10.5337182683962
"7117",9.36486949178108
"7118",10.2883258456524
"7119",8.81567831907155
"7120",9.86637100014553
"7121",9.47159559144248
"7122",10.39516889428
"7123",8.83874420982837
"7124",8.53418359781233
"7125",8.4837032224509
"7126",9.46427609948871
"7127",9.19637874862773
"7128",8.67027120645511
"7129",10.5029930470895
"7130",8.67889846573977
"7131",8.18962392413757
"7132",10.3684012561912
"7133",8.6518971227354
"7134",8.45833525103953
"7135",8.75078419609572
"7136",9.1255206479099
"7137",8.74741859962472
"7138",9.00102493170156
"7139",9.85524640983513
"7140",8.6325651992823
"7141",10.1806652077061
"7142",10.2719984763878
"7143",8.92680161402075
"7144",8.74711681006599
"7145",9.22225388834801
"7146",8.67889846573977
"7147",8.66354940492988
"7148",10.0666633030502
"7149",8.91582249585992
"7150",9.28579593581327
"7151",8.97981690907521
"7152",9.7261153828942
"7153",8.50952735867455
"7154",8.29332888048448
"7155",10.1124080322831
"7156",8.74741859962472
"7157",9.94345755539581
"7158",9.86637100014553
"7159",9.23124557094798
"7160",10.39516889428
"7161",10.2969835903009
"7162",8.82404115686933
"7163",10.6644373009981
"7164",9.08826281449987
"7165",8.32259420061046
"7166",8.58053751601426
"7167",8.88070239684068
"7168",9.92995399432956
